name,review,rating
Giovanna Maciel,"Pra quem tem conta neste banco tem que ter paciência de sobra, porque o chat simplesmente não funciona, eles não dão o menor suporte ao cliente. Você precisa de uma informação simples, uma ajuda ou esclarecimento de cobrança, coisa que um robô não faz, dai vc tenta entrar em contato pelo chat pra falar com algum "" especialista""  e pode ficar esperando o resto da vida, pq você nunca consegue. Isso é um absurdo, um descaso com o usuário deste banco, do que adianta ter milhões de serviços se vcs não são capazes de oferecer um simples atendimento online. Se eu pudesse dava nota zero só pela dor de cabeça que estou tento com vocês.",1.0
Memori,"Não recomendo esse lixo a ninguem!
Abri uma conta a uns 2 anos, o cartão nunca chegou e eu simplesmente desinstalei o aplicativo!
Esse ano eu precisei utilizar o banco pois precisava movimentar um dinheiro, fiz o deposito na conta da (C6BANK) e quando fui tentar transferir ou fazer pix o banco me disse que precisava confirmar a conta mandando uma foto segurando o RG (Que eu ja tinha enviado quando criei a conta)
E como eu estava sem o RG, esperei 2 meses pra poder confirmar a conta! Quando fui confirmar, o dinheiro que estava na conta simplesmente não estava la, mandei suporte e disseram que minha conta foi desativada e pediram pra enviar uma agencia e conta de algum banco para enviarem o dinheiro que estava na C6BANK e disseram que iriam entrar em contato na proxima semana!
Bom, já passou bem mais que uma semana e não tive sucesso com o estorno do dinheiro.
Hoje fui entrar em contato com suporte online e assim que eu clico pra iniciar suporte, ele é finalizado automaticamente!!!
Se até dia 30 o banco não me der uma resposta, simplesmente vou deixar os advogados resolverem.",1.0
Alexandre Barbosa de Souza,"Não abram conta no C6, que decepção ! Abrimos 4 contas, uma para cada um da minha família ( esposa e  filhos ) …. Após uns 15 dias o banco comunicou que iria encerrar minha conta por desinteresse comercial … uma merd*, se ha desinteresse, deviam já não abrir a conta na análise, não esperar direcionamos as movimentações e depois comunicar … Dica sem erro : abram no Inter !",1.0
Henrique Tofoli,"O banco não é mais confiável. Recebi 3 Pix e o dinheiro não cai na conta, mesmo o extrato mostrando que foi recebido. O banco não responde, pouco se importa. NÃO ABRAM CONTA NO C6! Procurem os demonstrativos financeiros, o banco está no VERMELHO!",1.0
Mariana Monteiro,"A pior experiência que tive até agora...Uma falta de respeito tremenda, sou cliente há três anos e sempre paguei a fatura com adiantamento, agora eles cancelam sem nem me consultar?
Fora o atendimento por telefone que é péssimo, nunca se resolve nada. Lixo de banco",1.0
BRAZZA,"A pior experiência possível nesse ""banco digital"" C6. Realizei um PIX às 11hs da manhã do C6 para minha titularidade PJ em outro banco e já são 20:45h de 05/07/22 e o valor não caiu. Após 5 ligações em central e ouvidoria e mais 5 tentativas vias chat do app, me deparei com pessoal despreparado, que apenas sabiam repetir feito robôs; ""tivemos instabilidade em transferências, mas já abrimos chamado e o time esta trabalhando nisso"". Não conseguem nem me apresentar o comprovante da operação, pois no app, só aparece que saiu da conta, mas não abre o comprovante. E agora, tenho equipe de trabalho querendo receber seu salário hoje dia 05,? Acho mais que justo o C6 arcar com o prejuízo e constrangimento. Lamentável!!!",1.0
Melissa Guimarães,"Não abram conta no c6!!
Coloquei todo meu dinheiro lá e bloquearam sem motivo algum, não consigo resolver meu problema atendimento no app e no SAC PESSSIMOOOO!!  Fiz boletim de ocorrência, abri reclamação em todos lugares e não devolvem meu dinheiro, pior banco do universo! LADROES roubaram meu dinheiro eu com meu filho hospitalizado passando apuros e eles negando ajuda de devolver meu dinheiro! NÃO CONFIEM!!!",1.0
Nathan Zamoner,"Péssimo atendimento ao cliente. Estou sem acesso ao app do banco desde o dia 08/08/2022. Passaram todos os prazos dados pelo banco e o problema não foi solucionado. Entro em contato, e o relacionamento com o cliente é péssimo, tratamento com descaso e falta de profissionalismo. Abri reclamação no banco central e estou a guardando a solução dentro do prazo determinado pelo BC",1.0
Junior Crispin,"Muito ruim o sistema de cartão deles!! Vc efetua o pagamento é demora quase 4 dias para atualizar, em quanto os outros bancos na mesmo hora atualiza!! Por favor melhorem ou então vai perder seus clientes.",1.0
DII David,"Passei 1 ano e foi ótimo o tempo que durou, nuca atrasei minha conta e sempre paguei adiantado e as vezes até 2 vezes no mês para ter limite mas infelizmente eles cancelaram o limite do meu cartão sem aviso prévio e resolvi partir para outro que me atenda adequadamente!",1.0
Rodrigo Hanriot,"No segmento banco DIGITAL, um dos melhores. Se você demanda atendimento pessoal frequente, tirar dúvidas com seres humanos, ter auxílio com gente de verdade o tempo todo, esqueça. Não é o propósito. Por ser DIGITAL tudo automatizado, sem taxas, opções infinitas de ""faça você mesmo"". Auxílio humano depende do grau de sua parceria com o banco.",5.0
Surgery Day,"LIGAÇÕES RECORRENTES QUE INCOMODAM. NUNCA ME CADASTREI, NUNCA FIZ NENHUM CONTATO, E LIGAM NO MEU TELEFONE.",1.0
Sol Gonçalves,"Muito ruim! A propaganda não condiz com os serviços. Fiz um cartão de crédito, me deram só 300,00 de limite e depois de 3 meses cancelaram dizendo que não uso, é piada? Usar pra que com esse limite ridículo. Isso pq já comprovei renda, tem emprego estável, etc. Não percam tempo com este banco.",2.0
Stephanie Carvalho,"Fiz a negociação da fatura do meu cartão em atraso com a financeira Flex, paguei as duas primeiras parcelas e agora quero renegociar minha fatura para pagamento à vista. Tentei por ligação e por whatsapp... Eles não respondem pelo wpp e na ligação não conseguimos contato com atendente. Quando entro em contato direto com o C6 informam que não podem fazer nada que o contrato não consta com eles.
Estou desgastada por isso... e o mais engraçado que em apenas um mês de atraso já passaram a negociação para financeira e agora o mais estranho é que estou querendo pagar, eles não querem receber... Agora se atrasar seu nome em pouco tempo está no SPC/SERASA.",1.0
FABRICIO TOBIAS,"Mais uma avaliação de 1estrela pra esse banco top kkk abre conta em qualquer outro banco digital menos C6, a única hora que você consegue falar realmente com um atendente e não uma mensagem automática, é quando te ligam para cobrar algo.. houve uma cobrança na minha fatura que eu não reconhecia, paguei por causa da burocracia caso eu quisesse contestar, mas pedi para bloquear se viesse outras cobranças e adivinha, continuaram cobrando. Exigi o estorno e consegui, prazo de 45 dias para devolver kkkk brincadeira né, e eu não poderia atrasar a fatura. Passou os 45 dias, não pagaram e quando liguei para saber o porquê de não terem devolvido, pediram para fazer uma carta a mão, mandar por email e esperar mais uma semana para ter uma ""resposta"".",1.0
josé torres,"Banco ruim de negocio, paguei a fatura do cartão integralmente e fui surpreendido com a redução a zero do limite. Não entendi a razão mas não indico para ninguém como banco eletrônico.  Nubank ainda é o melhor dos bancos eletrônicos no Brasil.",1.0
gabriel calvinho,"Uma total perda de tempo, pensei que banco digital fosse pra facilitar e não dificultar. A função crédito do meu cartão simplesmente sumiu, não consigo ver minha fatura de jeito nenhum, nem email, nem no app. Pra completar, hoje o banco me cobrou um valor de fatura, a qual eu ja tinha pago, e não consigo acessar a fatura do mesmo jeito",1.0
Eloi Queiroga,esse banco c6 é uma viagem... sempre paguei todas minhas faturas direito qd comprava em credito e agora foi cancelado o meu credito do nada e sem haviso.  entra em contato pra saber o pq nem os atendentes nao sabe responder. cancelou um cliente que nunca atrasou as faturas.,1.0
Camila mb,Horrível esse banco não recomendo o atendimento deles ao cliente e péssimo cancelei minha conta paguei minhas faturas e ainda continua cobrando juros e taxas eu nem estou usando a conta e já entrei em contato e vocês nunca resolvem nada,1.0
Breno Hebert,"Pensei que ao optar por um banco digital, certos problemas diminuiriam, só pensei mesmo!
Tive alguns problema com o banco que não desejo para nenhum cliente.
Para começar, a um tempo atrás, as vendas da maquininha não caiam no tempo certo, e quando recebia, depois de dias após o prazo, sempre faltava dinheiro.
A mais nova da instituição, foi simplesmente ZERAR meu saldo, sem eu dever nada para eles, o dinheiro ""sumiu"", e segundo o banco, houve uma falha sistêmica, onde ocasionou isso. A quatro dias espero a devolução, e nada até agora!
Péssima experiência com a C6 bank.",1.0
nanda vaz,"Primeira vez que uso é já tive problemas . Paguei minha fatura do mês anterior e no app consta que não foi paga, gerou um juros esse mês agora além do acréscimo do valor anterior . Estou com o comprovante aqui pra provar que foi pago e até hoje não resolveram. Nunca tive problema com a NU , vou cancelar minha conta na c6 bank e continuar com o roxinho mesmo",1.0
alexandre cosme,VAI TER PROCESSO! SUPOSTA EMPRESA DE ENERGIA SE PASSANDO PELA ENEL EMITINDO PAGAMENTO VIA PIX! VÁRIAS RECLAMAÇÕES NO RECLAME AQUI!,1.0
Érica Figueira de Carvalho,"Quero Agradecer a C6 Bank por Não ter me Aceito como Cliente, fiquei um pouco Chateada, mas depois fui olhar as Avaliações dos Correntista e fiquei Feliz!!! Gratidão ❤️!! Tenho Conta Digital no Banco Inter, tenho minhas Aplicações e gosto muito do Banco Inter, sempre sou muito bem atendida! Tenho Conta Digital no Nubank e Investimentos neste Banco Digital tbm, recebo minha aposentadoria pelo Banco Santander e estou Satisfeita!!! Só estava querendo diversificar! Ouvi no Vídeo YouTube Me Poupe que vocês eram Bons, mas desta vez a Nathalia não acertou!!! Gratidão ❤️",5.0
Carlos Donato,"O C6 é um banco que funciona, desde que as funcionalidades que estão em uso estão implementadas no aplicativo mobile. Caso necessite de algo que precise de interação, suporte com algum colaborador da empresa a frustração é grande. As experiencias que tive foi umas das piores se não a pior que já enfrentei com algum prestador de serviço, qualquer tipo de solicitação leva-se mais de um mês para ser resolvido. Para uma simples solicitação de liberação de crédito que já estava aprovado pelo banco precisei abrir 3 chamados no banco e outro chamado no consumidor.gov.br para ter minha solicitação atendida. Os canais de atendimento são péssimos, criados propositalmente para desencorajar o cliente a tentar solucionar qualquer tido de problema. Não há nenhum interesse em solucionar o problema do cliente.  Estou pensando em abandonar o uso do banco, pois sei que se for precisar de algo não vou ter o atendimento.",1.0
Lueno Dias,Ainda tem muita coisa pra melhorar. Além do atendimento robotizado e de péssima qualidade. Não existe padronização nos procedimentos e informações.,1.0
Marintia Almeida,"Poderia explanar pelo menos uns 5 motivos para justificar a minha avaliação com uma estrela... mas  as avaliações já existentes aqui, resumem tudo o que também aconteceu comigo, sem falar que o posicionamento do C6 bank é só copia e cola para todas as avaliações... Relação com o cliente é péssimo, chat não funciona e por telefone, pelo menos 20 minutos para alguém atender,  falta de respeito total com os clientes! Cancelei meu cartão de débito e crédito. Não recomento pra ninguém!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1.0
Raphael Babinski,"Funciona, até o momento que você precisa de atendimento, algo que não existe nesse banco, resumindo, melhor não utilizar para evitar dor de cabeça.",1.0
Giovane,"Banco muito ruim ! já sofreu vários processos por fazer empréstimos não solicitados causando problemas para diversos consumidores, não abram conta nesse banco que vai ser só dor de cabeça.",1.0
Helen Garcia,"CORRAM PARA LONGE DO C6.
Eu deixaria com zero estrelas se isso fosse possível.
Simplesmente o PIOR banco que já tive conta. Um banco digital que não resolve nada pelo app. Em um primeiro momento eles sumiram com o dinheiro que eu tinha investido, foi uma dor de cabeça enorme para conseguir resgatar meu investimento, um absurdo. É uma raiva diferente por dia.
Até para antecipar um parcelamento é uma novela. Eu querendo quitar uma compra que fiz no cartão de crédito e não consigo porque o valor que eles dizem ter solicitado a antecipação não aparece na fatura.
Resumo... seria engraçado se não fosse trágico um banco digital tão ruim em pleno 2022.",1.0
